,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn,DurationOfTenure
293,Yes,64,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.8,No,> 3 Years
294,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,74.95,No,< 1 Year
295,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.1,No,> 3 Years
296,No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,94.4,Yes,< 1 Year
297,No,2,No,No,Fiber optic,Yes,No,Month-to-month,No,76.4,Yes,< 1 Year
298,Yes,59,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.45,No,> 3 Years
299,No,52,No,No,Fiber optic,No,No,Month-to-month,Yes,72.95,No,> 3 Years
300,Yes,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,109.2,No,> 3 Years
301,No,47,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,67.45,No,> 3 Years
302,No,2,No,No,Fiber optic,No,Yes,Month-to-month,Yes,94.2,Yes,< 1 Year
303,Yes,46,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,110.2,No,> 3 Years
304,Yes,55,Yes,Yes,DSL,No,Yes,Two year,No,57.55,Yes,> 3 Years
305,Yes,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.45,No,< 1 Year
306,Yes,9,No,No,Fiber optic,Yes,Yes,Month-to-month,No,103.1,No,< 1 Year
307,No,33,Yes,No,Fiber optic,No,No,Month-to-month,Yes,90.65,No,2 - 3 Years
308,Yes,19,No,No,Fiber optic,No,Yes,One year,Yes,100.95,Yes,1 - 2 Years
309,No,15,No,No,DSL,No,No,Month-to-month,Yes,51.1,No,1 - 2 Years
310,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,79.35,Yes,< 1 Year
311,No,11,No,No,DSL,No,No,Month-to-month,Yes,44.65,No,< 1 Year
312,Yes,38,Yes,Yes,DSL,No,No,Month-to-month,No,54.5,No,> 3 Years
313,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,85.7,Yes,< 1 Year
314,Yes,63,Yes,No,DSL,No,No,Two year,Yes,50.65,No,> 3 Years
315,No,63,Yes,No,DSL,No,Yes,One year,No,36.1,No,> 3 Years
316,No,2,No,No,DSL,Yes,Yes,Month-to-month,No,76.4,Yes,< 1 Year
317,No,22,No,No,Fiber optic,No,No,One year,Yes,76.0,No,1 - 2 Years
318,No,16,No,No,DSL,No,Yes,Month-to-month,Yes,49.95,Yes,1 - 2 Years
319,Yes,33,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.15,No,2 - 3 Years
320,No,64,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.05,No,> 3 Years
321,No,48,Yes,No,DSL,Yes,No,Month-to-month,Yes,45.3,Yes,> 3 Years
322,No,24,No,No,Fiber optic,No,No,Month-to-month,Yes,79.85,No,2 - 3 Years
323,Yes,71,Yes,No,DSL,Yes,Yes,Two year,Yes,70.85,No,> 3 Years
324,Yes,48,No,Yes,DSL,Yes,No,Month-to-month,No,45.55,No,> 3 Years
326,No,68,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.0,Yes,> 3 Years
327,No,57,No,Yes,Fiber optic,Yes,No,One year,Yes,90.65,No,> 3 Years
328,No,11,Yes,Yes,DSL,No,No,Month-to-month,No,60.25,No,< 1 Year
329,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.6,No,> 3 Years
330,No,46,Yes,Yes,DSL,No,No,Month-to-month,No,45.55,No,> 3 Years
331,No,9,Yes,No,DSL,No,Yes,Month-to-month,No,64.95,No,< 1 Year
332,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.3,No,< 1 Year
333,Yes,48,Yes,No,Fiber optic,Yes,No,One year,Yes,99.7,No,> 3 Years
334,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.2,No,< 1 Year
335,No,65,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.4,No,> 3 Years
336,No,72,No,No,DSL,Yes,No,Two year,Yes,73.45,No,> 3 Years
337,No,39,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.45,No,> 3 Years
338,Yes,4,No,No,DSL,No,No,Month-to-month,Yes,50.9,Yes,< 1 Year
339,No,24,No,No,Fiber optic,No,No,Month-to-month,No,70.0,No,2 - 3 Years
340,Yes,43,Yes,No,DSL,Yes,No,Two year,No,75.2,No,> 3 Years
341,No,1,Yes,No,DSL,No,No,Month-to-month,No,49.75,No,< 1 Year
342,No,21,No,Yes,DSL,No,Yes,Month-to-month,Yes,36.0,No,1 - 2 Years
343,No,24,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,84.85,No,2 - 3 Years
344,No,13,No,No,Fiber optic,No,No,Month-to-month,No,70.45,No,1 - 2 Years
345,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,89.5,Yes,< 1 Year
346,No,3,No,No,DSL,No,Yes,Month-to-month,Yes,29.9,No,< 1 Year
347,No,51,No,No,Fiber optic,No,No,Month-to-month,No,83.4,No,> 3 Years
348,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.9,No,< 1 Year
349,No,2,No,No,DSL,No,No,Month-to-month,Yes,25.05,Yes,< 1 Year
350,No,24,No,No,Fiber optic,No,No,Month-to-month,Yes,93.55,Yes,2 - 3 Years
351,No,26,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.65,No,2 - 3 Years
352,No,69,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,107.2,No,> 3 Years
353,No,69,No,Yes,Fiber optic,No,No,One year,Yes,95.65,No,> 3 Years
354,No,10,No,No,Fiber optic,No,No,Month-to-month,Yes,85.25,Yes,< 1 Year
355,No,3,No,No,Fiber optic,No,No,Month-to-month,No,75.0,Yes,< 1 Year
356,No,1,No,No,DSL,No,No,Month-to-month,Yes,50.1,Yes,< 1 Year
357,No,38,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,84.25,Yes,> 3 Years
358,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.85,Yes,< 1 Year
359,Yes,55,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.1,No,> 3 Years
360,Yes,18,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,No,1 - 2 Years
361,No,38,No,No,Fiber optic,No,No,Month-to-month,No,94.75,No,> 3 Years
362,No,10,No,No,Fiber optic,No,No,Month-to-month,No,70.15,No,< 1 Year
363,Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.9,No,> 3 Years
364,No,37,No,No,DSL,Yes,No,Month-to-month,Yes,40.2,No,> 3 Years
365,No,46,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,21.1,No,> 3 Years
366,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,No,< 1 Year
367,No,1,No,No,DSL,Yes,No,Month-to-month,Yes,49.65,Yes,< 1 Year
368,No,57,No,Yes,Fiber optic,Yes,No,Month-to-month,No,94.0,No,> 3 Years
369,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No,< 1 Year
370,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,78.95,Yes,< 1 Year
371,No,26,No,No,DSL,No,Yes,One year,No,59.45,No,2 - 3 Years
372,Yes,25,Yes,Yes,DSL,Yes,No,One year,Yes,61.6,No,2 - 3 Years
373,No,1,No,No,DSL,No,No,Month-to-month,No,44.0,No,< 1 Year
374,Yes,67,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.2,No,> 3 Years
375,Yes,35,No,No,DSL,No,Yes,One year,Yes,73.45,No,2 - 3 Years
376,No,2,No,No,Fiber optic,No,No,Month-to-month,No,70.35,No,< 1 Year
377,No,4,No,Yes,Fiber optic,No,No,Month-to-month,No,77.95,Yes,< 1 Year
378,No,34,Yes,Yes,DSL,No,No,One year,No,64.35,No,2 - 3 Years
379,No,71,No,Yes,Fiber optic,Yes,No,One year,Yes,105.7,No,> 3 Years
380,No,28,No,No,Fiber optic,No,Yes,Month-to-month,No,76.55,No,2 - 3 Years
381,Yes,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,No,< 1 Year
382,No,43,No,No,Fiber optic,No,No,Month-to-month,Yes,75.35,No,> 3 Years
383,No,10,No,No,DSL,Yes,Yes,Month-to-month,No,54.25,No,< 1 Year
384,No,57,Yes,Yes,DSL,No,Yes,Two year,Yes,59.75,No,> 3 Years
385,Yes,34,Yes,No,DSL,No,No,One year,No,30.4,No,2 - 3 Years
386,No,6,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,78.95,No,< 1 Year
387,No,29,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.35,No,2 - 3 Years
388,Yes,70,Yes,No,DSL,No,Yes,Two year,No,75.35,No,> 3 Years
389,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,91.1,Yes,1 - 2 Years
390,No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,70.0,Yes,1 - 2 Years
391,Yes,56,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.45,No,> 3 Years
392,Yes,66,No,Yes,Fiber optic,Yes,Yes,One year,Yes,108.45,No,> 3 Years
393,Yes,67,Yes,Yes,DSL,No,No,Two year,No,36.15,No,> 3 Years
394,Yes,38,Yes,Yes,DSL,Yes,Yes,One year,No,74.05,No,> 3 Years
395,Yes,35,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,No,2 - 3 Years
396,No,43,Yes,No,Fiber optic,No,No,Month-to-month,Yes,75.2,Yes,> 3 Years
397,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.55,No,< 1 Year
398,No,53,No,No,DSL,Yes,Yes,One year,No,54.9,No,> 3 Years
399,No,15,No,No,Fiber optic,Yes,No,Month-to-month,No,85.3,No,1 - 2 Years
400,No,9,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,94.85,Yes,< 1 Year
401,No,51,Yes,Yes,DSL,No,Yes,One year,Yes,60.5,No,> 3 Years
402,Yes,63,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.15,No,> 3 Years
403,No,56,No,No,Fiber optic,Yes,Yes,Two year,No,103.2,No,> 3 Years
404,Yes,44,No,Yes,Fiber optic,Yes,No,One year,No,94.4,No,> 3 Years
405,No,3,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,79.1,Yes,< 1 Year
406,No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.9,Yes,1 - 2 Years
407,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,75.8,Yes,< 1 Year
408,No,5,No,No,DSL,No,No,Month-to-month,No,45.7,Yes,< 1 Year
409,No,69,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,97.65,No,> 3 Years
410,No,39,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.7,No,> 3 Years
411,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,93.55,Yes,< 1 Year
412,Yes,16,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,112.95,No,1 - 2 Years
413,No,9,No,No,DSL,No,No,Month-to-month,No,59.9,No,< 1 Year
414,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,85.2,Yes,< 1 Year
415,No,46,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.6,No,> 3 Years
416,No,7,No,Yes,Fiber optic,No,No,Month-to-month,Yes,78.55,No,< 1 Year
417,No,64,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No,> 3 Years
418,Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,89.05,No,> 3 Years
419,Yes,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,No,1 - 2 Years
420,No,14,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.35,No,1 - 2 Years
421,Yes,59,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,96.65,No,> 3 Years
422,No,30,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,79.65,Yes,2 - 3 Years
423,No,65,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,No,> 3 Years
424,Yes,61,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.15,Yes,> 3 Years
425,Yes,17,No,No,Fiber optic,Yes,No,Month-to-month,No,88.25,Yes,1 - 2 Years
426,No,72,Yes,No,Fiber optic,No,No,Two year,No,80.45,No,> 3 Years
427,No,25,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,No,2 - 3 Years
428,No,53,No,No,Fiber optic,Yes,No,One year,Yes,94.85,Yes,> 3 Years
429,Yes,49,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,107.95,Yes,> 3 Years
430,No,11,No,No,DSL,Yes,Yes,One year,No,53.8,No,< 1 Year
431,No,62,Yes,Yes,DSL,No,No,One year,Yes,74.3,No,> 3 Years
432,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,18.85,Yes,< 1 Year
433,Yes,66,Yes,Yes,DSL,Yes,Yes,Two year,No,79.4,Yes,> 3 Years
434,No,17,No,No,Fiber optic,No,No,Month-to-month,No,92.6,No,1 - 2 Years
435,No,29,Yes,Yes,DSL,No,Yes,One year,No,39.5,No,2 - 3 Years
436,No,1,No,No,DSL,No,No,Month-to-month,No,25.25,No,< 1 Year
437,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,No,111.65,No,> 3 Years
438,No,3,No,Yes,Fiber optic,No,No,Month-to-month,Yes,81.35,Yes,< 1 Year
439,Yes,27,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.5,No,2 - 3 Years
440,No,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.75,No,< 1 Year
441,No,13,No,No,Fiber optic,Yes,No,Month-to-month,Yes,96.85,No,1 - 2 Years
442,No,67,Yes,No,Fiber optic,Yes,Yes,One year,Yes,111.25,No,> 3 Years
443,Yes,67,No,Yes,Fiber optic,No,Yes,One year,Yes,106.6,No,> 3 Years
444,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.6,Yes,< 1 Year
445,Yes,30,No,No,Fiber optic,No,No,Month-to-month,No,85.45,No,2 - 3 Years
446,No,4,No,No,DSL,No,No,Month-to-month,Yes,56.4,No,< 1 Year
447,Yes,52,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,No,> 3 Years
448,Yes,2,Yes,No,DSL,No,No,Month-to-month,Yes,61.2,No,< 1 Year
449,No,40,No,Yes,DSL,No,No,Month-to-month,Yes,50.15,No,> 3 Years
450,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,No,< 1 Year
451,Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,No,> 3 Years
452,Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,No,> 3 Years
453,No,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.35,No,2 - 3 Years
454,No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,78.8,No,2 - 3 Years
455,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.7,No,> 3 Years
456,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,72.1,No,< 1 Year
457,No,63,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.25,No,> 3 Years
458,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,Yes,< 1 Year
459,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.45,No,> 3 Years
460,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.65,Yes,< 1 Year
461,No,40,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.6,No,> 3 Years
462,No,1,No,No,DSL,No,No,Month-to-month,Yes,44.3,No,< 1 Year
463,Yes,21,Yes,No,DSL,Yes,No,One year,No,64.85,No,1 - 2 Years
464,Yes,58,Yes,No,DSL,Yes,Yes,Two year,No,59.75,No,> 3 Years
465,No,47,Yes,Yes,DSL,No,Yes,One year,No,39.65,No,> 3 Years
466,No,18,No internet service,No internet service,No,No internet service,No internet service,One year,No,23.75,No,1 - 2 Years
467,Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.85,No,< 1 Year
468,Yes,29,Yes,Yes,DSL,Yes,Yes,One year,Yes,55.35,No,2 - 3 Years
469,No,10,No,No,DSL,Yes,No,Month-to-month,No,29.5,Yes,< 1 Year
470,Yes,7,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,No,< 1 Year
471,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.95,No,> 3 Years
472,No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,84.5,No,> 3 Years
473,No,2,No,No,DSL,No,No,Month-to-month,Yes,45.25,Yes,< 1 Year
474,Yes,48,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.65,No,> 3 Years
475,No,41,Yes,Yes,Fiber optic,Yes,No,One year,Yes,104.45,No,> 3 Years
476,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,104.9,No,> 3 Years
477,Yes,52,No,No,DSL,Yes,No,One year,Yes,50.95,No,> 3 Years
478,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,83.3,Yes,< 1 Year
479,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,77.15,Yes,< 1 Year
480,No,27,No,Yes,DSL,Yes,Yes,One year,No,78.2,No,2 - 3 Years
481,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,26.45,No,> 3 Years
482,No,34,No,No,Fiber optic,No,No,Month-to-month,No,69.15,No,2 - 3 Years
483,No,46,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.85,No,> 3 Years
484,No,71,No,Yes,Fiber optic,Yes,Yes,One year,Yes,113.15,No,> 3 Years
485,Yes,14,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.5,No,1 - 2 Years
486,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.7,Yes,< 1 Year
487,No,6,No,No,DSL,No,No,Month-to-month,No,50.35,No,< 1 Year
488,Yes,14,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,No,1 - 2 Years
489,Yes,40,Yes,Yes,DSL,No,Yes,One year,No,40.25,No,> 3 Years
490,No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,85.1,Yes,1 - 2 Years
491,No,69,Yes,Yes,DSL,Yes,Yes,Two year,No,90.65,No,> 3 Years
492,No,2,No,No,DSL,No,No,Month-to-month,No,44.6,Yes,< 1 Year
493,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.1,Yes,< 1 Year
494,No,69,No,No,Fiber optic,Yes,Yes,Two year,No,104.0,No,> 3 Years
495,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,79.7,Yes,< 1 Year
496,No,61,No,No,Fiber optic,Yes,Yes,One year,Yes,103.3,No,> 3 Years
497,No,33,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.6,Yes,2 - 3 Years
498,No,20,Yes,No,DSL,No,Yes,One year,No,54.0,No,1 - 2 Years
499,No,12,No,Yes,DSL,No,Yes,Month-to-month,Yes,54.3,No,1 - 2 Years
500,Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,No,2 - 3 Years
501,No,13,Yes,Yes,DSL,No,Yes,Month-to-month,No,67.8,No,1 - 2 Years
502,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,92.0,No,> 3 Years
503,Yes,67,Yes,No,DSL,No,No,Two year,No,50.9,No,> 3 Years
504,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.05,No,> 3 Years
505,Yes,32,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.45,No,2 - 3 Years
506,No,50,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.05,Yes,> 3 Years
507,No,42,No,No,DSL,Yes,No,Month-to-month,No,55.65,No,> 3 Years
508,Yes,69,Yes,Yes,DSL,Yes,Yes,Two year,No,46.25,No,> 3 Years
509,No,30,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.05,No,2 - 3 Years
510,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,No,< 1 Year
511,No,43,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.0,Yes,> 3 Years
512,No,15,No,No,Fiber optic,No,No,Month-to-month,No,88.15,Yes,1 - 2 Years
513,No,34,No,No,Fiber optic,No,No,Month-to-month,Yes,70.0,Yes,2 - 3 Years
514,No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,96.2,Yes,> 3 Years
515,No,6,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,No,< 1 Year
516,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,93.85,Yes,< 1 Year
517,No,59,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,106.75,Yes,> 3 Years
518,Yes,71,No,Yes,Fiber optic,No,Yes,Two year,Yes,84.8,No,> 3 Years
519,Yes,3,Yes,No,DSL,No,No,Month-to-month,No,29.7,Yes,< 1 Year
520,No,47,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,No,> 3 Years
521,No,32,No,No,Fiber optic,Yes,No,Month-to-month,Yes,81.1,No,2 - 3 Years
522,Yes,5,No,No,DSL,No,Yes,Month-to-month,Yes,51.0,No,< 1 Year
523,No,35,Yes,No,DSL,Yes,No,One year,No,53.15,No,2 - 3 Years
524,No,36,No,No,Fiber optic,No,No,Month-to-month,Yes,95.4,No,2 - 3 Years
525,No,43,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.7,No,> 3 Years
526,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.3,No,< 1 Year
527,No,48,No,Yes,Fiber optic,Yes,No,Two year,Yes,108.1,No,> 3 Years
528,No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,92.9,No,1 - 2 Years
529,Yes,48,No,Yes,DSL,No,No,One year,No,29.9,No,> 3 Years
530,Yes,30,Yes,No,DSL,No,Yes,Month-to-month,No,66.3,No,2 - 3 Years
531,No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.65,No,> 3 Years
532,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,74.05,No,< 1 Year
533,Yes,1,No,No,DSL,No,No,Month-to-month,Yes,44.4,Yes,< 1 Year
534,No,43,No,No,Fiber optic,No,No,One year,No,94.35,No,> 3 Years
535,No,8,Yes,No,DSL,Yes,No,Month-to-month,Yes,66.7,No,< 1 Year
536,Yes,31,Yes,No,Fiber optic,Yes,No,One year,No,98.05,No,2 - 3 Years
537,Yes,64,Yes,Yes,Fiber optic,No,Yes,Two year,No,110.3,No,> 3 Years
538,Yes,24,Yes,Yes,DSL,Yes,No,One year,No,57.6,No,2 - 3 Years
539,No,66,Yes,No,DSL,Yes,Yes,Two year,Yes,61.35,No,> 3 Years
540,Yes,54,No,No,DSL,Yes,No,Two year,No,63.35,No,> 3 Years
541,No,60,Yes,No,DSL,Yes,No,Two year,No,53.6,No,> 3 Years
542,Yes,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.9,Yes,< 1 Year
543,No,54,Yes,Yes,DSL,No,Yes,One year,No,82.45,Yes,> 3 Years
544,Yes,41,No,No,Fiber optic,Yes,Yes,One year,Yes,102.6,Yes,> 3 Years
545,No,5,Yes,Yes,Fiber optic,No,No,Month-to-month,No,80.7,No,< 1 Year
546,No,51,No,Yes,DSL,No,No,Month-to-month,Yes,30.05,No,> 3 Years
547,No,64,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,108.95,No,> 3 Years
548,No,64,Yes,Yes,DSL,Yes,Yes,Two year,Yes,74.35,No,> 3 Years
549,No,54,No,No,DSL,No,No,One year,Yes,70.15,Yes,> 3 Years
550,No,72,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,112.4,No,> 3 Years
551,Yes,47,No,Yes,DSL,No,No,Month-to-month,No,54.25,No,> 3 Years
552,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,78.5,Yes,< 1 Year
553,No,11,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,60.9,No,< 1 Year
554,No,18,Yes,Yes,DSL,No,Yes,One year,Yes,40.2,No,1 - 2 Years
555,Yes,68,No,Yes,DSL,Yes,Yes,Two year,No,85.3,No,> 3 Years
556,No,6,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.1,No,< 1 Year
557,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,Yes,< 1 Year
558,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No,< 1 Year
559,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,79.2,No,> 3 Years
560,No,35,Yes,Yes,DSL,Yes,No,Month-to-month,No,60.55,No,2 - 3 Years
561,No,10,No,No,DSL,Yes,No,Month-to-month,Yes,67.8,No,< 1 Year
562,No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,78.75,No,1 - 2 Years
563,No,1,No,No,DSL,No,No,Month-to-month,Yes,45.7,Yes,< 1 Year
